GCIN,period,n_days,nse,kge,bias_ratio
47,post,3673,-9.014882007831577,-1.232479912720024,2.6202989430456065
47,pre,2172,-11.587417576167642,-1.3812648329473443,2.626616194967752
48,post,3581,0.30888693336625495,0.30692304825706895,0.5189522891543621
48,pre,2259,0.43073557019895536,0.4550189794919989,0.6257416248044955
49,post,4153,0.44226876878381993,0.6276509377797133,1.1505139221309602
49,pre,2609,0.36236166598064656,0.5355182380548883,1.255071655701629
50,post,3498,0.45094507611945767,0.7018511579793049,1.062823193195065
50,pre,2295,0.3639984071472655,0.6721061605715497,1.1068764531637856
51,post,4297,0.5211140108292083,0.7144571468075304,1.1461107689358663
51,pre,5097,0.5421598289256846,0.6943086882571943,1.1751140052980371
52,post,3802,0.6488367543894019,0.636946052715603,0.8307745998887639
52,pre,3645,0.6016262669111521,0.739106528571717,0.9074848749603946
53,post,3097,-0.3344423382141588,0.3202033745893942,1.14471603900651
53,pre,2123,-0.7119461063134211,0.2667154171268059,1.2484659560555198
54,post,3955,0.5892020362870163,0.7426102646356135,1.144335792169235
54,pre,3193,0.46314277052485486,0.6057035721474655,1.2420979802491166
55,post,2394,0.34519838118859225,0.45190856016180414,0.6052935730148364
55,pre,1924,0.3807503729463523,0.5824283257363728,0.7367048528565463
56,post,3047,-1.6909306096563053,-1.5219176920950481,3.3374988458529455
56,pre,2495,-1.2630623778797068,-1.1000364714124582,2.9521681202801493
57,post,1957,-0.5983945520109182,0.007002525871004139,1.7578521991884888
57,pre,2220,-0.2557908054143345,0.19243850180944366,1.6086279851442682
58,post,3465,-0.8304657182483697,-0.5737049638612026,2.4471321872491565
58,pre,2304,-1.3537752662738476,-0.5694674573240144,2.377396166800081
59,post,3506,0.6213661566561759,0.6467981880170486,0.8533546503818441
59,pre,2341,0.6415004147871994,0.7802406964538814,0.9739366166768316
60,post,3692,0.4705328023606693,0.3990527584709681,0.6026304831647297
60,pre,2303,0.5696388098375489,0.48563245976931657,0.6900150981703111
61,post,3627,0.16779238801508967,0.19176927712816239,1.7238918186224719
61,pre,1937,-0.056062829641560175,0.07978338696234522,1.8074299785532086
62,post,2523,0.40941943939726133,0.5542562607257902,0.9165614020333318
62,pre,4104,0.14923384073176205,0.15057085537623693,0.4981285261063935
63,post,2936,0.5221617894710388,0.5202387370868256,0.8915862426758193
63,pre,2045,0.592843141045788,0.6480248468411046,0.8873648897981803
64,post,2286,-0.3664038041616342,0.24200210685957513,1.4959754358384234
64,pre,2143,-0.07718268203251322,0.38709017551827385,1.3715279417811628
65,post,818,0.22899495937051317,0.15096196388652972,0.649937477866069
65,pre,832,-0.37759261897861385,0.2823393711977855,1.3342176620410462
66,post,2535,-0.8477483060401207,-0.4395703703168694,2.1808495260161456
66,pre,4112,-0.6270192296399284,0.2856807617099475,1.2809563990002868
67,post,2983,-0.30881370002736963,0.3019586204820002,1.4192441226272157
67,pre,2109,-1.476320918660984,-0.11015312544429845,1.5747597540889962
68,post,2003,0.06956107028491998,0.36319070080743476,0.7630057497778923
68,pre,2212,0.16373021488190553,0.3501236844417459,0.6574898706441338
69,post,2270,-0.31853681233166453,0.027393156200189783,1.7864008941938025
69,pre,2051,-0.44431183089093995,0.08288561864037325,1.7102938761982742
70,post,3304,-0.16124504634244996,0.24600714790193523,0.7086230786058291
70,pre,2550,0.041088233487350134,0.23095452817441953,0.7720694001994515
71,post,1951,-2.8467795496946056,-2.380132968940688,4.165701842311742
71,pre,3402,-9.938811250975622,-2.489492561709322,3.2703859353768174
72,post,2421,-0.47883530961507503,-0.005078344226554954,1.77630570962907
72,pre,3016,0.21033623044422867,0.5937143391961357,1.134604219448256
73,post,4489,0.4230576944048148,0.3583428899951461,0.5489572347227306
73,pre,5379,0.3456464589664482,0.339029469347607,0.5226784990017093
74,post,3559,-1.923304179019497,-0.545978368822118,2.1937108142424036
74,pre,4598,-0.9183814107630313,-0.056674415190908656,1.8284324891829233
75,post,3261,0.23854422707264022,0.35486838592680825,0.7156404246838675
75,pre,5068,0.409321611991608,0.3063034111446592,0.5971463762132622
76,post,4085,0.46206432187977964,0.4148229418398566,0.6322982058385213
76,pre,4136,0.4204920328023901,0.34153079134197906,0.564785912219705
77,post,3877,-1.1135810876235168,-0.8233535811871877,2.6659937644274483
77,pre,4073,0.30105781307601265,0.23908534709435614,1.7015648598900184
78,post,3752,-0.8008323740002075,-0.3941776743254528,2.230305283943237
78,pre,3729,0.42247743000580484,0.5395890351285639,1.3774650393830639
79,post,3432,0.5259619422972867,0.6080494807873106,1.2716532307887953
79,pre,2460,0.27744028985976865,0.5389963445307437,1.2376929148436489
